total_tracks,total_distance_mean,total_distance_std,average_speed_mean,average_speed_std,max_speed_mean,max_speed_std,movement_frequency_mean,movement_frequency_std,stationary_duration_mean,stationary_duration_std,activity_level_mean,activity_level_std,turning_frequency_mean,turning_frequency_std,pose_variability_mean,pose_variability_std,time_in_center_mean,time_in_center_std,time_in_edge_mean,time_in_edge_std,time_in_corner_mean,time_in_corner_std,trajectory_length_mean,trajectory_length_std,duration_mean,duration_std
8847,0.3218152497263179,0.15537520102298494,0.07733367280599782,0.013479366806296359,0.374852276792719,0.07145873630117366,23.60879394144908,10.727078132998859,0.6903545457970688,0.7767467395584468,0.5753158520626366,0.09306217510971512,0.8713893843927644,0.05090622256459193,0.12508009121866673,0.04453490768530475,0.49028221619453194,0.23559058311915487,0.49071640239983394,0.22509660245834734,0.01900138140563405,0.07130766545976575,127.37673787724653,61.73328573803903,4.245891262574884,2.0577761912679673
