track_id,length,start_frame,last_seen,is_active
346,231,10,240,True
347,231,10,240,True
348,231,10,240,True
349,231,10,240,True
350,231,10,240,True
351,231,10,240,True
352,231,10,240,True
353,231,10,240,True
354,231,10,240,True
355,231,10,240,True
356,231,10,240,True
357,231,10,240,True
358,231,10,240,True
359,231,10,240,True
360,231,10,240,True
361,230,11,240,True
362,230,11,240,True
363,230,11,240,True
364,230,11,240,True
365,230,11,240,True
366,230,11,240,True
367,230,11,240,True
368,230,11,240,True
369,230,11,240,True
370,230,11,240,True
371,230,11,240,True
372,230,11,240,True
373,230,11,240,True
374,230,11,240,True
375,230,11,240,True
376,230,11,240,True
377,230,11,240,True
378,230,11,240,True
379,230,11,240,True
380,230,11,240,True
381,230,11,240,True
382,230,11,240,True
383,230,11,240,True
384,230,11,240,True
385,230,11,240,True
386,230,11,240,True
387,230,11,240,True
388,230,11,240,True
389,230,11,240,True
390,230,11,240,True
391,229,12,240,True
392,229,12,240,True
393,229,12,240,True
394,229,12,240,True
395,229,12,240,True
396,229,12,240,True
397,229,12,240,True
398,229,12,240,True
399,229,12,240,True
400,229,12,240,True
401,229,12,240,True
402,229,12,240,True
403,229,12,240,True
404,229,12,240,True
405,229,12,240,True
406,229,12,240,True
407,229,12,240,True
408,229,12,240,True
409,229,12,240,True
410,229,12,240,True
411,229,12,240,True
412,229,12,240,True
413,229,12,240,True
414,229,12,240,True
415,229,12,240,True
416,229,12,240,True
417,229,12,240,True
418,229,12,240,True
419,229,12,240,True
420,229,12,240,True
421,229,12,240,True
422,228,13,240,True
423,228,13,240,True
424,228,13,240,True
425,228,13,240,True
426,228,13,240,True
427,228,13,240,True
428,228,13,240,True
429,228,13,240,True
430,228,13,240,True
431,228,13,240,True
432,228,13,240,True
433,228,13,240,True
434,228,13,240,True
435,228,13,240,True
436,228,13,240,True
437,228,13,240,True
438,228,13,240,True
439,228,13,240,True
440,228,13,240,True
441,228,13,240,True
442,228,13,240,True
443,228,13,240,True
444,228,13,240,True
445,228,13,240,True
446,228,13,240,True
447,228,13,240,True
448,228,13,240,True
449,228,13,240,True
450,228,13,240,True
451,228,13,240,True
452,228,13,240,True
453,228,13,240,True
454,228,13,240,True
455,228,13,240,True
456,228,13,240,True
457,227,14,240,True
458,227,14,240,True
459,227,14,240,True
460,227,14,240,True
461,227,14,240,True
462,227,14,240,True
463,227,14,240,True
464,227,14,240,True
465,227,14,240,True
466,227,14,240,True
467,227,14,240,True
468,227,14,240,True
469,227,14,240,True
470,227,14,240,True
471,227,14,240,True
472,227,14,240,True
473,227,14,240,True
474,227,14,240,True
475,227,14,240,True
476,227,14,240,True
477,227,14,240,True
478,227,14,240,True
479,227,14,240,True
480,227,14,240,True
481,227,14,240,True
482,227,14,240,True
483,227,14,240,True
484,227,14,240,True
485,227,14,240,True
486,227,14,240,True
487,226,15,240,True
488,226,15,240,True
489,226,15,240,True
490,226,15,240,True
491,226,15,240,True
492,226,15,240,True
493,226,15,240,True
494,226,15,240,True
495,226,15,240,True
496,226,15,240,True
497,226,15,240,True
498,226,15,240,True
499,226,15,240,True
500,226,15,240,True
501,226,15,240,True
502,226,15,240,True
503,226,15,240,True
504,226,15,240,True
505,226,15,240,True
506,226,15,240,True
507,226,15,240,True
508,226,15,240,True
509,226,15,240,True
510,226,15,240,True
511,226,15,240,True
512,226,15,240,True
513,226,15,240,True
514,226,15,240,True
515,226,15,240,True
516,226,15,240,True
517,226,15,240,True
518,226,15,240,True
519,226,15,240,True
520,226,15,240,True
521,226,15,240,True
522,226,15,240,True
523,226,15,240,True
524,226,15,240,True
525,226,15,240,True
526,226,15,240,True
527,225,16,240,True
528,225,16,240,True
529,225,16,240,True
530,225,16,240,True
531,225,16,240,True
532,225,16,240,True
533,225,16,240,True
534,225,16,240,True
535,225,16,240,True
536,225,16,240,True
537,225,16,240,True
538,225,16,240,True
539,225,16,240,True
540,225,16,240,True
541,225,16,240,True
542,225,16,240,True
543,225,16,240,True
544,225,16,240,True
545,225,16,240,True
546,225,16,240,True
547,225,16,240,True
548,225,16,240,True
549,225,16,240,True
550,225,16,240,True
551,225,16,240,True
552,225,16,240,True
553,225,16,240,True
554,225,16,240,True
555,225,16,240,True
556,225,16,240,True
557,225,16,240,True
558,225,16,240,True
559,225,16,240,True
560,225,16,240,True
561,225,16,240,True
562,225,16,240,True
563,225,16,240,True
564,224,17,240,True
565,224,17,240,True
566,224,17,240,True
567,224,17,240,True
568,224,17,240,True
569,224,17,240,True
570,224,17,240,True
571,224,17,240,True
572,224,17,240,True
573,224,17,240,True
574,224,17,240,True
575,224,17,240,True
576,224,17,240,True
577,224,17,240,True
578,224,17,240,True
579,224,17,240,True
580,224,17,240,True
581,224,17,240,True
582,224,17,240,True
583,224,17,240,True
584,224,17,240,True
585,224,17,240,True
586,224,17,240,True
587,224,17,240,True
588,224,17,240,True
589,224,17,240,True
590,224,17,240,True
591,224,17,240,True
592,223,18,240,True
593,223,18,240,True
594,223,18,240,True
595,223,18,240,True
596,223,18,240,True
597,223,18,240,True
598,223,18,240,True
599,223,18,240,True
600,223,18,240,True
601,222,19,240,True
602,222,19,240,True
603,222,19,240,True
604,222,19,240,True
605,222,19,240,True
606,222,19,240,True
607,222,19,240,True
608,222,19,240,True
609,222,19,240,True
610,222,19,240,True
611,222,19,240,True
612,222,19,240,True
613,222,19,240,True
614,222,19,240,True
615,222,19,240,True
616,222,19,240,True
617,222,19,240,True
618,222,19,240,True
619,222,19,240,True
620,222,19,240,True
621,222,19,240,True
622,222,19,240,True
623,222,19,240,True
624,222,19,240,True
625,222,19,240,True
626,222,19,240,True
627,222,19,240,True
628,222,19,240,True
629,222,19,240,True
630,221,20,240,True
631,221,20,240,True
632,221,20,240,True
633,221,20,240,True
634,221,20,240,True
635,221,20,240,True
636,221,20,240,True
637,221,20,240,True
638,221,20,240,True
639,221,20,240,True
640,221,20,240,True
641,221,20,240,True
642,221,20,240,True
643,221,20,240,True
644,221,20,240,True
645,221,20,240,True
646,221,20,240,True
647,221,20,240,True
648,221,20,240,True
649,221,20,240,True
650,221,20,240,True
651,221,20,240,True
652,221,20,240,True
653,221,20,240,True
654,221,20,240,True
655,221,20,240,True
656,221,20,240,True
657,221,20,240,True
658,221,20,240,True
659,221,20,240,True
660,221,20,240,True
661,221,20,240,True
662,221,20,240,True
663,221,20,240,True
664,221,20,240,True
665,221,20,240,True
666,221,20,240,True
667,221,20,240,True
668,220,21,240,True
669,220,21,240,True
670,220,21,240,True
671,220,21,240,True
672,220,21,240,True
673,220,21,240,True
674,220,21,240,True
675,220,21,240,True
676,220,21,240,True
677,220,21,240,True
678,220,21,240,True
679,220,21,240,True
680,220,21,240,True
681,220,21,240,True
682,220,21,240,True
683,220,21,240,True
684,220,21,240,True
685,220,21,240,True
686,220,21,240,True
687,220,21,240,True
688,220,21,240,True
689,220,21,240,True
690,220,21,240,True
691,220,21,240,True
692,220,21,240,True
693,220,21,240,True
694,220,21,240,True
695,220,21,240,True
696,219,22,240,True
697,219,22,240,True
698,219,22,240,True
699,219,22,240,True
700,219,22,240,True
701,219,22,240,True
702,219,22,240,True
703,219,22,240,True
704,219,22,240,True
705,219,22,240,True
706,219,22,240,True
707,219,22,240,True
708,219,22,240,True
709,219,22,240,True
710,219,22,240,True
711,219,22,240,True
712,219,22,240,True
713,219,22,240,True
714,219,22,240,True
715,219,22,240,True
716,219,22,240,True
717,219,22,240,True
718,219,22,240,True
719,219,22,240,True
720,219,22,240,True
721,219,22,240,True
722,219,22,240,True
723,219,22,240,True
724,219,22,240,True
725,219,22,240,True
726,219,22,240,True
727,219,22,240,True
728,219,22,240,True
729,219,22,240,True
730,219,22,240,True
731,219,22,240,True
732,219,22,240,True
733,218,23,240,True
734,218,23,240,True
735,218,23,240,True
736,218,23,240,True
737,218,23,240,True
738,218,23,240,True
739,218,23,240,True
740,218,23,240,True
741,218,23,240,True
742,218,23,240,True
743,218,23,240,True
744,218,23,240,True
745,218,23,240,True
746,218,23,240,True
747,218,23,240,True
748,218,23,240,True
749,218,23,240,True
750,218,23,240,True
751,218,23,240,True
752,218,23,240,True
753,218,23,240,True
754,218,23,240,True
755,218,23,240,True
756,218,23,240,True
757,218,23,240,True
758,218,23,240,True
759,218,23,240,True
760,218,23,240,True
761,218,23,240,True
762,218,23,240,True
763,218,23,240,True
764,218,23,240,True
765,218,23,240,True
766,218,23,240,True
767,218,23,240,True
768,218,23,240,True
769,218,23,240,True
770,218,23,240,True
771,218,23,240,True
772,218,23,240,True
773,218,23,240,True
774,218,23,240,True
775,218,23,240,True
776,218,23,240,True
777,218,23,240,True
778,218,23,240,True
779,218,23,240,True
780,218,23,240,True
781,218,23,240,True
782,218,23,240,True
783,218,23,240,True
784,218,23,240,True
785,217,24,240,True
786,217,24,240,True
787,217,24,240,True
788,217,24,240,True
789,217,24,240,True
790,217,24,240,True
791,217,24,240,True
792,217,24,240,True
793,217,24,240,True
794,217,24,240,True
795,217,24,240,True
796,217,24,240,True
797,217,24,240,True
798,217,24,240,True
799,217,24,240,True
800,217,24,240,True
801,217,24,240,True
802,217,24,240,True
803,217,24,240,True
804,217,24,240,True
805,217,24,240,True
806,217,24,240,True
807,217,24,240,True
808,217,24,240,True
809,217,24,240,True
810,217,24,240,True
811,217,24,240,True
812,217,24,240,True
813,217,24,240,True
814,217,24,240,True
815,217,24,240,True
816,217,24,240,True
817,217,24,240,True
818,217,24,240,True
819,217,24,240,True
820,217,24,240,True
821,217,24,240,True
822,217,24,240,True
823,216,25,240,True
824,216,25,240,True
825,216,25,240,True
826,216,25,240,True
827,216,25,240,True
828,216,25,240,True
829,216,25,240,True
830,216,25,240,True
831,216,25,240,True
832,216,25,240,True
833,216,25,240,True
834,216,25,240,True
835,216,25,240,True
836,216,25,240,True
837,216,25,240,True
838,216,25,240,True
839,216,25,240,True
840,216,25,240,True
841,216,25,240,True
842,216,25,240,True
843,216,25,240,True
844,216,25,240,True
845,216,25,240,True
846,216,25,240,True
847,216,25,240,True
848,216,25,240,True
849,216,25,240,True
850,216,25,240,True
851,216,25,240,True
852,216,25,240,True
853,216,25,240,True
854,216,25,240,True
855,216,25,240,True
856,216,25,240,True
857,216,25,240,True
858,216,25,240,True
859,216,25,240,True
860,216,25,240,True
861,216,25,240,True
862,216,25,240,True
863,216,25,240,True
864,216,25,240,True
865,216,25,240,True
866,216,25,240,True
867,216,25,240,True
868,216,25,240,True
869,216,25,240,True
870,215,26,240,True
871,215,26,240,True
872,215,26,240,True
873,215,26,240,True
874,215,26,240,True
875,215,26,240,True
876,215,26,240,True
877,215,26,240,True
878,215,26,240,True
879,215,26,240,True
880,215,26,240,True
881,215,26,240,True
882,215,26,240,True
883,215,26,240,True
884,215,26,240,True
885,215,26,240,True
886,215,26,240,True
887,215,26,240,True
888,215,26,240,True
889,215,26,240,True
890,215,26,240,True
891,215,26,240,True
892,215,26,240,True
893,215,26,240,True
894,215,26,240,True
895,215,26,240,True
896,215,26,240,True
897,215,26,240,True
898,215,26,240,True
899,215,26,240,True
900,215,26,240,True
901,215,26,240,True
902,215,26,240,True
903,215,26,240,True
904,215,26,240,True
905,215,26,240,True
906,215,26,240,True
907,214,27,240,True
908,214,27,240,True
909,214,27,240,True
910,214,27,240,True
911,214,27,240,True
912,214,27,240,True
913,214,27,240,True
914,214,27,240,True
915,214,27,240,True
916,214,27,240,True
917,214,27,240,True
918,214,27,240,True
919,214,27,240,True
920,214,27,240,True
921,214,27,240,True
922,214,27,240,True
923,214,27,240,True
924,214,27,240,True
925,214,27,240,True
926,214,27,240,True
927,214,27,240,True
928,214,27,240,True
929,214,27,240,True
930,214,27,240,True
931,214,27,240,True
932,214,27,240,True
933,214,27,240,True
934,214,27,240,True
935,214,27,240,True
936,214,27,240,True
937,214,27,240,True
938,214,27,240,True
939,214,27,240,True
940,214,27,240,True
941,214,27,240,True
942,214,27,240,True
943,214,27,240,True
944,214,27,240,True
945,214,27,240,True
946,214,27,240,True
947,214,27,240,True
948,214,27,240,True
949,214,27,240,True
950,214,27,240,True
951,214,27,240,True
952,214,27,240,True
953,214,27,240,True
954,214,27,240,True
955,214,27,240,True
956,214,27,240,True
957,214,27,240,True
958,214,27,240,True
959,214,27,240,True
960,214,27,240,True
961,214,27,240,True
962,213,28,240,True
963,213,28,240,True
964,213,28,240,True
965,213,28,240,True
966,213,28,240,True
967,213,28,240,True
968,213,28,240,True
969,213,28,240,True
970,213,28,240,True
971,213,28,240,True
972,213,28,240,True
973,213,28,240,True
974,213,28,240,True
975,213,28,240,True
976,213,28,240,True
977,213,28,240,True
978,213,28,240,True
979,213,28,240,True
980,213,28,240,True
981,213,28,240,True
982,213,28,240,True
983,213,28,240,True
984,213,28,240,True
985,213,28,240,True
986,213,28,240,True
987,213,28,240,True
988,213,28,240,True
989,213,28,240,True
990,213,28,240,True
991,213,28,240,True
992,212,29,240,True
993,212,29,240,True
994,212,29,240,True
995,212,29,240,True
996,212,29,240,True
997,212,29,240,True
998,212,29,240,True
999,212,29,240,True
1000,212,29,240,True
1001,212,29,240,True
1002,212,29,240,True
1003,212,29,240,True
1004,212,29,240,True
1005,212,29,240,True
1006,212,29,240,True
1007,212,29,240,True
1008,212,29,240,True
1009,212,29,240,True
1010,212,29,240,True
1011,212,29,240,True
1012,212,29,240,True
1013,212,29,240,True
1014,212,29,240,True
1015,212,29,240,True
1016,212,29,240,True
1017,212,29,240,True
1018,212,29,240,True
1019,212,29,240,True
1020,212,29,240,True
1021,212,29,240,True
1022,212,29,240,True
1023,212,29,240,True
1024,212,29,240,True
1025,212,29,240,True
1026,212,29,240,True
1027,212,29,240,True
1028,212,29,240,True
1029,212,29,240,True
1030,212,29,240,True
1031,212,29,240,True
1032,212,29,240,True
1033,212,29,240,True
1034,212,29,240,True
1035,211,30,240,True
1036,211,30,240,True
1037,211,30,240,True
1038,211,30,240,True
1039,211,30,240,True
1040,211,30,240,True
1041,211,30,240,True
1042,211,30,240,True
1043,211,30,240,True
1044,211,30,240,True
1045,211,30,240,True
1046,211,30,240,True
1047,211,30,240,True
1048,211,30,240,True
1049,211,30,240,True
1050,211,30,240,True
1051,211,30,240,True
1052,211,30,240,True
1053,211,30,240,True
1054,211,30,240,True
1055,211,30,240,True
1056,211,30,240,True
1057,211,30,240,True
1058,211,30,240,True
1059,211,30,240,True
1060,211,30,240,True
1061,211,30,240,True
1062,211,30,240,True
1063,211,30,240,True
1064,211,30,240,True
1065,211,30,240,True
1066,211,30,240,True
1067,211,30,240,True
1068,211,30,240,True
1069,211,30,240,True
1070,211,30,240,True
1071,211,30,240,True
1072,211,30,240,True
1073,211,30,240,True
1074,211,30,240,True
1075,210,31,240,True
1076,210,31,240,True
1077,210,31,240,True
1078,210,31,240,True
1079,210,31,240,True
1080,210,31,240,True
1081,210,31,240,True
1082,210,31,240,True
1083,210,31,240,True
1084,210,31,240,True
1085,210,31,240,True
1086,210,31,240,True
1087,210,31,240,True
1088,210,31,240,True
1089,210,31,240,True
1090,210,31,240,True
1091,210,31,240,True
1092,210,31,240,True
1093,210,31,240,True
1094,210,31,240,True
1095,210,31,240,True
1096,210,31,240,True
1097,210,31,240,True
1098,210,31,240,True
1099,210,31,240,True
1100,210,31,240,True
1101,210,31,240,True
1102,210,31,240,True
1103,210,31,240,True
1104,210,31,240,True
1105,209,32,240,True
1106,209,32,240,True
1107,209,32,240,True
1108,209,32,240,True
1109,209,32,240,True
1110,209,32,240,True
1111,209,32,240,True
1112,209,32,240,True
1113,209,32,240,True
1114,209,32,240,True
1115,209,32,240,True
1116,209,32,240,True
1117,209,32,240,True
1118,209,32,240,True
1119,209,32,240,True
1120,209,32,240,True
1121,209,32,240,True
1122,209,32,240,True
1123,209,32,240,True
1124,209,32,240,True
1125,209,32,240,True
1126,209,32,240,True
1127,209,32,240,True
1128,209,32,240,True
1129,209,32,240,True
1130,209,32,240,True
1131,209,32,240,True
1132,209,32,240,True
1133,209,32,240,True
1134,209,32,240,True
1135,209,32,240,True
1136,209,32,240,True
1137,208,33,240,True
1138,208,33,240,True
1139,208,33,240,True
1140,208,33,240,True
1141,208,33,240,True
1142,208,33,240,True
1143,208,33,240,True
1144,208,33,240,True
1145,208,33,240,True
1146,208,33,240,True
1147,208,33,240,True
1148,208,33,240,True
1149,208,33,240,True
1150,208,33,240,True
1151,208,33,240,True
1152,208,33,240,True
1153,208,33,240,True
1154,208,33,240,True
1155,208,33,240,True
1156,208,33,240,True
1157,208,33,240,True
1158,208,33,240,True
1159,208,33,240,True
1160,208,33,240,True
1161,208,33,240,True
1162,208,33,240,True
1163,208,33,240,True
1164,208,33,240,True
1165,207,34,240,True
1166,207,34,240,True
1167,207,34,240,True
1168,207,34,240,True
1169,207,34,240,True
1170,207,34,240,True
1171,207,34,240,True
1172,207,34,240,True
1173,207,34,240,True
1174,207,34,240,True
1175,207,34,240,True
1176,207,34,240,True
1177,207,34,240,True
1178,207,34,240,True
1179,207,34,240,True
1180,207,34,240,True
1181,207,34,240,True
1182,207,34,240,True
1183,207,34,240,True
1184,207,34,240,True
1185,207,34,240,True
1186,207,34,240,True
1187,207,34,240,True
1188,207,34,240,True
1189,207,34,240,True
1190,207,34,240,True
1191,207,34,240,True
1192,207,34,240,True
1193,207,34,240,True
1194,207,34,240,True
1195,207,34,240,True
1196,207,34,240,True
1197,207,34,240,True
1198,207,34,240,True
1199,207,34,240,True
1200,207,34,240,True
1201,207,34,240,True
1202,206,35,240,True
1203,206,35,240,True
1204,206,35,240,True
1205,206,35,240,True
1206,206,35,240,True
1207,206,35,240,True
1208,206,35,240,True
1209,206,35,240,True
1210,206,35,240,True
1211,206,35,240,True
1212,206,35,240,True
1213,206,35,240,True
1214,206,35,240,True
1215,206,35,240,True
1216,206,35,240,True
1217,206,35,240,True
1218,206,35,240,True
1219,206,35,240,True
1220,206,35,240,True
1221,206,35,240,True
1222,206,35,240,True
1223,206,35,240,True
1224,206,35,240,True
1225,206,35,240,True
1226,206,35,240,True
1227,206,35,240,True
1228,206,35,240,True
1229,206,35,240,True
1230,206,35,240,True
1231,206,35,240,True
1232,205,36,240,True
1233,205,36,240,True
1234,205,36,240,True
1235,205,36,240,True
1236,205,36,240,True
1237,205,36,240,True
1238,205,36,240,True
1239,205,36,240,True
1240,205,36,240,True
1241,205,36,240,True
1242,205,36,240,True
1243,205,36,240,True
1244,205,36,240,True
1245,205,36,240,True
1246,205,36,240,True
1247,205,36,240,True
1248,205,36,240,True
1249,205,36,240,True
1250,205,36,240,True
1251,205,36,240,True
1252,205,36,240,True
1253,205,36,240,True
1254,205,36,240,True
1255,205,36,240,True
1256,205,36,240,True
1257,205,36,240,True
1258,205,36,240,True
1259,205,36,240,True
1260,205,36,240,True
1261,205,36,240,True
1262,204,37,240,True
1263,204,37,240,True
1264,204,37,240,True
1265,204,37,240,True
1266,204,37,240,True
1267,204,37,240,True
1268,204,37,240,True
1269,204,37,240,True
1270,204,37,240,True
1271,204,37,240,True
1272,204,37,240,True
1273,204,37,240,True
1274,204,37,240,True
1275,204,37,240,True
1276,204,37,240,True
1277,204,37,240,True
1278,204,37,240,True
1279,204,37,240,True
1280,204,37,240,True
1281,204,37,240,True
1282,204,37,240,True
1283,204,37,240,True
1284,204,37,240,True
1285,204,37,240,True
1286,204,37,240,True
1287,204,37,240,True
1288,204,37,240,True
1289,204,37,240,True
1290,203,38,240,True
1291,203,38,240,True
1292,203,38,240,True
1293,203,38,240,True
1294,203,38,240,True
1295,203,38,240,True
1296,203,38,240,True
1297,203,38,240,True
1298,203,38,240,True
1299,203,38,240,True
1300,203,38,240,True
1301,203,38,240,True
1302,203,38,240,True
1303,203,38,240,True
1304,203,38,240,True
1305,203,38,240,True
1306,203,38,240,True
1307,203,38,240,True
1308,203,38,240,True
1309,203,38,240,True
1310,203,38,240,True
1311,203,38,240,True
1312,203,38,240,True
1313,203,38,240,True
1314,203,38,240,True
1315,203,38,240,True
1316,203,38,240,True
1317,203,38,240,True
1318,203,38,240,True
1319,203,38,240,True
1320,203,38,240,True
1321,203,38,240,True
1322,203,38,240,True
1323,203,38,240,True
1324,203,38,240,True
1325,202,39,240,True
1326,202,39,240,True
1327,202,39,240,True
1328,202,39,240,True
1329,202,39,240,True
1330,202,39,240,True
1331,202,39,240,True
1332,202,39,240,True
1333,202,39,240,True
1334,202,39,240,True
1335,202,39,240,True
1336,202,39,240,True
1337,202,39,240,True
1338,202,39,240,True
1339,202,39,240,True
1340,202,39,240,True
1341,202,39,240,True
1342,202,39,240,True
1343,202,39,240,True
1344,202,39,240,True
1345,202,39,240,True
1346,202,39,240,True
1347,202,39,240,True
1348,202,39,240,True
1349,202,39,240,True
1350,202,39,240,True
1351,202,39,240,True
1352,202,39,240,True
1353,202,39,240,True
1354,202,39,240,True
1355,202,39,240,True
1356,202,39,240,True
1357,202,39,240,True
1358,202,39,240,True
